"Cell","Time","Daughter cell 1","Daughter cell 2","Division point 1","Division point 2","TimeHours1","TimeHours2","Lineage","DirectMother","OldestAncestor","TimeHours1_Birth","TimeHours2_Birth","Area_At_Division","Area_Daughter1_At_Division","Area_Daughter2_At_Division","Symmetry","DT_Used_To_Compute_Growth","karea","kmaj","kmin","theta","phi","aniso","kx","ky","Mean_Time_Division","Mean_Time_Birth","Cell_Cycle_Duration"
"Cell 339",3,341,342,423,424,47,71,102,"Cell 336","Cell 336",47,71,15.6505999999998,5.57723988035887,10.073360119641,0.712718985899446,24,0.040150843930947,0.0222555110914471,0.0170709510047264,264.02448701559,-0.000648682803309586,0.23295623566754,0.0171665831507615,0.022159878945412,59,59,0
"Cell 340",4,347,348,429,430,71,96,102,"Cell 336","Cell 336",47,71,178.2522,123.929202119397,54.3229978806033,0.609507180058404,25,0.0240897910922224,0.0155116250021206,0.00918471250174312,267.090615300985,0.000912324084996479,0.407881991700582,0.00922790788404143,0.0154684296198223,83.5,59,24.5
"Cell 342",5,349,350,431,432,96,122,102,"Cell 339","Cell 336",47,71,232.436399999999,110.364365225279,122.07203477472,0.949630653591947,26,0.0257255580797039,0.0165120161868958,0.00972972187496486,231.807321891539,-0.00215157628057237,0.410749010609223,0.0125346703525364,0.0137070677093242,109,59,50
"Cell 351",3,353,354,440,439,47,71,103,NA,"Cell 351",NA,NA,122.3726,71.7060611906716,50.6665388093287,0.82806998967626,24,0.0461255145289061,0.0247406932848611,0.0208159105156865,9.13876392458962,-0.00255300695427625,0.158636733578364,0.0246771781776097,0.0208794256229379,59,NA,NA
"Cell 352",3,359,360,445,446,47,71,104,NA,"Cell 352",NA,NA,95.4029999999998,44.2891813272104,51.1138186727895,0.928465170428822,24,0.048155844410676,0.0291244947611133,0.018463134838224,43.7340634544037,-0.00581441647394772,0.366061626487827,0.024368811124112,0.0232188184752253,59,NA,NA
"Cell 353",3,355,356,441,442,47,71,103,"Cell 351","Cell 351",47,71,45.5700000000004,28.5203641127578,17.0496358872426,0.748283339356701,24,0.0461255145289061,0.0247406932848611,0.0208159105156865,9.13876392458962,-0.00255300695427625,0.158636733578364,0.0246771781776097,0.0208794256229379,59,59,0
"Cell 354",3,357,358,444,443,47,71,103,"Cell 351","Cell 351",47,71,24.206,10.1274895467042,14.0785104532958,0.836775142254332,24,0.0461255145289061,0.0247406932848611,0.0208159105156865,9.13876392458962,-0.00255300695427625,0.158636733578364,0.0246771781776097,0.0208794256229379,59,59,0
"Cell 358",4,365,366,449,450,71,96,103,"Cell 354","Cell 351",47,71,89.1506000000001,37.3164232314836,51.8341767685165,0.837154729894887,25,0.0324113065016576,0.0182570270992229,0.0141621693058263,233.322566073514,-0.000366977757286332,0.224289407642438,0.015749558917309,0.0166696374877401,83.5,59,24.5
"Cell 359",4,363,364,451,452,71,96,104,"Cell 352","Cell 352",47,71,140.678999999999,71.9030851146369,68.7759148853625,0.97777088101796,25,0.0234153723155231,0.0144238744403845,0.00877292999942139,-60.4302706019409,0.00231539219691252,0.391777151438685,0.00999718572421295,0.0131996187155929,83.5,59,24.5
"Cell 360",3,361,362,447,448,47,71,104,"Cell 352","Cell 352",47,71,17.2773999999998,9.02195855616583,8.255441443834,0.955634695478959,24,0.048155844410676,0.0291244947611133,0.018463134838224,43.7340634544037,-0.00581441647394772,0.366061626487827,0.024368811124112,0.0232188184752253,59,59,0
"Cell 367",4,379,380,470,471,71,96,105,NA,"Cell 367",NA,NA,218.020600000001,116.975789026884,101.044810973116,0.926929023891467,25,0.0235647715878401,0.0143058397063154,0.00862651038453898,-74.1274296680446,0.0015704840651934,0.396993775854293,0.00896087417459327,0.0139714759162611,83.5,NA,NA
"Cell 368",3,369,370,458,457,47,71,106,NA,"Cell 368",NA,NA,130.9525,67.7362046521711,63.2162953478293,0.965484360326518,24,0.0396507560511907,0.023289063797569,0.0154369349057405,268.667199129902,-0.00147784155451713,0.337159490827114,0.0154608405836365,0.023265158119673,59,NA,NA
"Cell 369",4,383,384,473,472,71,96,106,"Cell 368","Cell 368",47,71,175.4298,88.9293899839825,86.5004100160176,0.986154119950175,25,0.018029401894243,0.0156604137528651,0.00244490556692699,259.970146936605,0.00165850059324274,0.843879886859331,0.00300311932330699,0.0151021999964851,83.5,59,24.5
"Cell 370",4,385,386,474,475,71,96,106,"Cell 368","Cell 368",47,71,163.7237,80.2246831142135,83.4990168857862,0.98000085649437,25,0.0133936777799122,0.0124691161570265,0.000856843902433596,-82.2864958926385,-0.000113166516329573,0.931282707479571,0.000978851484577911,0.0123471085748822,83.5,59,24.5
"Cell 371",3,373,374,465,464,47,71,107,NA,"Cell 371",NA,NA,55.5954000000002,29.1464558394854,26.4489441605149,0.951479588617575,24,0.0428078470210784,0.0277808500636404,0.0145402557510104,39.58293090378,-0.00537439453792072,0.476608681242597,0.0228175331728678,0.019503572641783,59,NA,NA
"Cell 372",3,375,376,463,462,47,71,108,NA,"Cell 372",NA,NA,81.2713999999996,43.096927458544,38.1744725414556,0.939431892189769,24,0.0365986910149875,0.0220058854712323,0.0140445811095415,252.834033130604,-0.00365118763061823,0.361780686902985,0.0148881091528359,0.0211623574279379,59,NA,NA
"Cell 374",5,387,388,476,477,96,122,107,"Cell 371","Cell 371",47,71,143.687600000001,82.9223480646976,60.7652519353035,0.84579674147669,26,0.0321447562280415,0.0160698574495282,0.0156572417673934,28.2329797853322,-0.000380892846274022,0.025676374755076,0.0159882672321345,0.0157388319847871,109,59,50
"Cell 375",4,377,378,467,466,71,96,108,"Cell 372","Cell 372",47,71,103.733000000001,76.0035358926507,27.7294641073499,0.534631488674766,25,0.0250961990048511,0.0154282755409261,0.00962776522854949,267.032843914128,0.00103612471545645,0.375966211971636,0.00966833576128468,0.0153877050081909,83.5,59,24.5
"Cell 376",4,381,382,468,469,71,96,108,"Cell 372","Cell 372",47,71,91.8848000000003,44.93874011209,46.9460598879103,0.978153951732819,25,0.0249298931169621,0.015020767251197,0.00989022475141386,-76.9619974083408,0.0021441607260136,0.34156327795934,0.0100840507889545,0.0148269412136564,83.5,59,24.5
"Cell 389",3,391,392,483,484,47,71,109,NA,"Cell 389",NA,NA,136.2788,62.0110141706426,74.2677858293572,0.910061053819709,24,0.0429491499770673,0.0259958906015325,0.0166331658298313,-86.5472646753521,-0.000207760046285443,0.360161723836046,0.0166406721359113,0.0259883842954525,59,NA,NA
"Cell 390",3,393,394,485,486,47,71,110,NA,"Cell 390",NA,NA,188.7823,97.8935985343084,90.8887014656917,0.962894312291901,24,0.0405531344406531,0.0222865935925294,0.0182873901392988,-79.8967707788426,0.000676065721941755,0.179444356833927,0.0183701913112204,0.0222037924206078,59,NA,NA
"Cell 391",4,395,396,488,487,71,96,109,"Cell 389","Cell 389",47,71,173.8324,95.9822817233224,77.8501182766772,0.895691692419564,25,0.0175463430149262,0.0159023331786591,0.00187704843716673,-86.6686742329649,0.00258673688379017,0.881963959874409,0.00188667337700539,0.0158927082388204,83.5,59,24.5
"Cell 392",4,397,398,489,490,71,96,109,"Cell 389","Cell 389",47,71,208.191200000001,155.011957742776,53.1792422572248,0.510869261114059,25,0.0208111977284762,0.0137106100363414,0.00685534166119882,-80.9998415276512,-0.00011904342445168,0.499997327396225,0.00696213486886158,0.0136038168286786,83.5,59,24.5
"Cell 399",4,401,402,497,498,71,96,111,NA,"Cell 399",NA,NA,420.439599999997,224.865261874647,195.57433812535,0.930332623879156,25,0.0166639582157801,0.0162943312517637,0.000428824436556664,266.280919518752,0.000322606539898548,0.973682599799225,0.000577187058294126,0.0161459686300262,83.5,NA,NA
"Cell 400",4,403,404,499,500,71,96,112,NA,"Cell 400",NA,NA,329.9562,183.131459559729,146.824740440271,0.889965034391057,25,0.0237173899680314,0.0172633857382346,0.0063021281569572,260.356373405352,-0.000428451821205101,0.634942516345483,0.00673585757990467,0.0168296563152871,83.5,NA,NA
"Cell 405",3,406,407,503,502,47,71,113,NA,"Cell 405",NA,NA,101.2585,57.0099083555875,44.2485916444126,0.873972884141332,24,0.0264034695350585,0.0225812226999603,0.00292699276437586,-89.2965070496217,0.00489016956155989,0.8703793499906,0.00293459219501336,0.0225736232693228,59,NA,NA
"Cell 410",3,415,416,517,518,47,71,116,NA,"Cell 410",NA,NA,101.381,59.8723205543684,41.5086794456317,0.818865062400876,24,0.0429583080808567,0.0229667576325339,0.019929698115122,-52.6356002228886,0.00272073229333742,0.132237191074359,0.0209555570705574,0.0219408986770985,59,NA,NA
"Cell 411",3,413,414,515,516,47,71,117,NA,"Cell 411",NA,NA,146.3385,67.2462470848486,79.0922529151509,0.919050654268683,24,0.0410625789703303,0.02158708918392,0.0192760438563266,-27.9583785965901,0.00294211606696768,0.107056829566204,0.0210166971133713,0.0198464359268753,59,NA,NA
"Cell 414",4,417,418,519,520,71,96,117,"Cell 411","Cell 411",47,71,211.900499999999,103.506737212106,108.393762787894,0.976937168266295,25,0.0155980996355814,0.0111543320991693,0.00486886192402514,-7.0885794597092,0.000382723875935086,0.563500361945674,0.0110032568568026,0.00501993716639177,83.5,59,24.5
"Cell 423",3,425,426,532,533,47,71,119,NA,"Cell 423",NA,NA,124.4159,77.0511989498365,47.3647010501638,0.761393054266596,24,0.0368051855421953,0.0237324297544249,0.012361883182245,-75.4995536756246,0.00113703842820862,0.479114304343823,0.0129089180199243,0.0231853949167457,59,NA,NA
"Cell 424",3,427,428,530,531,47,71,120,NA,"Cell 424",NA,NA,120.62575,52.6440854306217,67.9816645693784,0.872849875430771,24,0.0417374011171621,0.0246683136230163,0.0160410781104443,-81.9254926354212,-0.000213335867948097,0.349729440139861,0.0161431424552197,0.0245662492782409,59,NA,NA
"Cell 425",4,431,432,536,537,71,96,119,"Cell 423","Cell 423",47,71,186.3813,122.816352826863,63.5649471731369,0.682095759318525,25,0.0212375618243448,0.0128077364295757,0.00901743283776189,-42.8881443128513,0.000797205645455503,0.295938600287027,0.0109312164158934,0.0108939528514442,83.5,59,24.5
"Cell 427",4,433,434,538,539,71,96,120,"Cell 424","Cell 424",47,71,143.3446,78.9268808148741,64.4177191851255,0.898781247219995,25,0.0261195761779549,0.0147313484275696,0.010841827095379,-66.052270123221,-3.75681471491689e-05,0.26403023126596,0.0113931978475527,0.0141799776753959,83.5,59,24.5
"Cell 428",3,429,430,534,535,47,71,120,"Cell 424","Cell 424",47,71,27.1215000000001,7.86858776504229,19.2529122349578,0.580247240384364,24,0.0417374011171621,0.0246683136230163,0.0160410781104443,-81.9254926354212,-0.000213335867948097,0.349729440139861,0.0161431424552197,0.0245662492782409,59,59,0
"Cell 435",3,441,442,552,553,47,71,121,NA,"Cell 435",NA,NA,150.234,93.6994686087397,56.5345313912608,0.752619665205754,24,0.0359579338427845,0.02389027862606,0.011184186004788,-84.6005788864083,-0.000983042242861341,0.531852006422892,0.0112334296812534,0.0238410349495946,59,NA,NA
"Cell 436",3,439,440,556,557,47,71,122,NA,"Cell 436",NA,NA,115.3754,47.2452485423729,68.130151457627,0.818983050847459,24,0.0382742287187384,0.0253403002831346,0.0130568849988925,-71.6231107669165,0.00445694976423746,0.484738347493751,0.014053180973299,0.0243440043087281,59,NA,NA
"Cell 437",3,443,444,554,555,47,71,123,NA,"Cell 437",NA,NA,69.188,24.5040077596601,44.6839922403398,0.708331148744295,24,0.0414095279537125,0.0224264932948297,0.0177899674606794,-59.3551577938041,0.00141850865390614,0.206743237705343,0.0188670432070373,0.0213494175484718,59,NA,NA
"Cell 438",3,445,446,550,551,47,71,124,NA,"Cell 438",NA,NA,162.62855,47.2853101433596,115.34323985664,0.581513026382633,24,0.0344047085524579,0.0230872579503427,0.011424329224633,-71.4860579057499,0.00344317558943044,0.505167341691031,0.0123855864294736,0.0221260007455021,59,NA,NA
"Cell 439",4,447,448,558,559,71,96,122,"Cell 436","Cell 436",47,71,118.384000000001,48.4077926141534,69.9762073858475,0.817809714389665,25,0.023957826299667,0.0125753321837784,0.0115598652328321,240.643516753865,-0.000172997735744463,0.0807507059142525,0.0118321587558738,0.0123030386607367,83.5,59,24.5
"Cell 440",4,449,450,560,561,71,96,122,"Cell 436","Cell 436",47,71,170.716000000001,101.189091877497,69.5269081225033,0.814533003614225,25,0.02374804078564,0.0143363963355469,0.00961721108926464,-64.5222082802355,-3.81641956418203e-06,0.329175138286397,0.0103764770535583,0.0135771303712532,83.5,59,24.5
"Cell 441",4,451,452,562,563,71,96,121,"Cell 435","Cell 435",47,71,222.09005,121.52848180445,100.56156819555,0.905592737680507,25,0.0169139849287714,0.00887831151586863,0.00810530662105795,-29.8580078024094,-0.00115563689039219,0.0870666560222682,0.00866501122541478,0.0083186069115118,83.5,59,24.5
"Cell 442",4,453,454,564,565,71,96,121,"Cell 435","Cell 435",47,71,134.0003,48.554310262778,85.4459897372216,0.724689575512564,25,0.02566314531539,0.0163577078761347,0.00894745298131328,-78.6334468602391,-0.000257570421775135,0.453013035257386,0.00915084690469663,0.0161543139527514,83.5,59,24.5
"Cell 445",4,455,456,566,567,71,96,124,"Cell 438","Cell 438",47,71,107.9764,61.8276519736847,46.1487480263158,0.854793233082703,25,0.0336223568886755,0.017661979819605,0.0145715774027175,-49.7075726576196,-0.000420291822943461,0.174974858337066,0.0157671988309441,0.0164663583913784,83.5,59,24.5
"Cell 446",4,457,458,568,569,71,96,124,"Cell 438","Cell 438",47,71,263.38725,143.88802047055,119.499229529449,0.907403297080247,25,0.0244768352800298,0.0153887189846174,0.0091964034974928,-76.982156145153,0.00331208601543948,0.40239317472198,0.00942951203564359,0.0151556104464666,83.5,59,24.5
"Cell 463",3,464,465,577,576,47,71,125,NA,"Cell 463",NA,NA,109.613,47.4793677269467,62.133632273053,0.866309064197619,24,0.0400814725210144,0.0228243296210714,0.0181944535828839,-8.07076885887499,0.00591106247680341,0.202848281419544,0.0226874455935739,0.0183313376103815,59,NA,NA
"Cell 465",4,466,467,578,579,71,96,125,"Cell 463","Cell 463",47,71,162.591799999999,97.3695334398437,65.2222665601555,0.802282360612969,25,0.0245769839385975,0.0148972079907989,0.0100579400180772,-31.0657963386257,-0.00273593180357052,0.324843955707045,0.0134697457118434,0.0114854022970328,83.5,59,24.5
"Cell 468",4,472,473,586,587,71,96,126,NA,"Cell 468",NA,NA,175.8904,56.4456935914985,119.444706408501,0.641828020079534,25,0.0214426838884867,0.0119324838124235,0.00950246186117925,17.1407922008648,0.000799077796741618,0.203647621856756,0.0117630552149918,0.00967189045861096,83.5,NA,NA
"Cell 469",3,470,471,584,585,47,71,127,NA,"Cell 469",NA,NA,88.0431999999998,44.8240664754327,43.2191335245672,0.981771074303688,24,0.0365790014768695,0.0247850347536763,0.011122709543205,-58.9230525825438,0.00454537769106789,0.551232844587593,0.0143839370986816,0.0215238071981997,59,NA,NA
"Cell 474",3,479,480,599,600,47,71,128,NA,"Cell 474",NA,NA,205.114,108.516883531338,96.5971164686624,0.941887111251912,24,0.0340137701445768,0.0234654416502456,0.0103562295479789,260.03464132771,-0.00145655319628869,0.558660360953807,0.0109040326604109,0.0229176385378136,59,NA,NA
"Cell 475",3,481,482,601,602,47,71,129,NA,"Cell 475",NA,NA,221.1664,138.291085530959,82.8753144690411,0.749438562720568,24,0.0355646404642379,0.0221909304311192,0.0131135795361439,-88.3862982096166,0.00108280921986277,0.409056795664852,0.0131137091473376,0.0221908008199256,59,NA,NA
"Cell 476",3,477,478,597,598,47,71,130,NA,"Cell 476",NA,NA,162.3811,84.391799689396,77.989300310604,0.960571154039528,24,0.0413983878226692,0.0262405793425787,0.0149285834087366,264.72720793868,-0.000209069020833647,0.431087888196391,0.0151015456541983,0.0260676170971169,59,NA,NA
"Cell 477",4,496,497,616,617,71,96,130,"Cell 476","Cell 476",47,71,227.9284,78.7599889588514,149.168411041149,0.691094123934106,25,0.024618300900481,0.017710447371121,0.00676373420381007,260.365183466172,0.000111115415277795,0.618093543202125,0.00719623208306921,0.0172779494918619,83.5,59,24.5
"Cell 478",4,494,495,614,615,71,96,130,"Cell 476","Cell 476",47,71,210.6363,110.201426479096,100.434873520904,0.953633096678059,25,0.0348291740219163,0.024117536303144,0.00985397316901207,-84.9766573978309,0.00286256347798158,0.591418748368279,0.00989822876763135,0.0240732807045248,83.5,59,24.5
"Cell 479",4,490,491,606,607,71,96,128,"Cell 474","Cell 474",47,71,245.4851,109.496790922447,135.988309077553,0.892085026117243,25,0.0315579597237476,0.0250961951425663,0.00561285885728554,-82.8312103416279,0.00444074213466465,0.776346221991021,0.00578151923642791,0.0249275347634239,83.5,59,24.5
"Cell 480",4,488,489,613,612,71,96,128,"Cell 474","Cell 474",47,71,218.520399999999,86.2654881992768,132.254911800722,0.789541737972997,25,0.0343211599702342,0.0284722185732528,0.00552958053359107,-86.3231113280518,0.00296671280382107,0.805790317345146,0.00555340550995144,0.0284483935968924,83.5,59,24.5
"Cell 481",4,492,493,608,609,71,96,129,"Cell 475","Cell 475",47,71,324.703399999999,184.094265428863,140.609134571136,0.866077377515211,25,0.0284870177690129,0.024157146860498,0.00424403784153776,262.939993099298,-0.000764876464218092,0.82431543484642,0.00471962483069884,0.0236815598713369,83.5,59,24.5
"Cell 482",4,486,487,611,610,71,96,129,"Cell 475","Cell 475",47,71,194.588800000001,79.032485022119,115.556314977882,0.812302506846424,25,0.0348636681640384,0.0273979232772822,0.00666009144671214,266.087224246531,6.89692175599737e-05,0.756912544819244,0.0068677443298742,0.0271902703941202,83.5,59,24.5
"Cell 483",3,498,499,604,618,47,71,131,NA,"Cell 483",NA,NA,76.7045999999999,39.1043058823528,37.6002941176471,0.980392156862748,24,0.0419477404248701,0.030069717708518,0.0116406553598108,252.432798024157,-0.0058256992572396,0.612877797103053,0.0136734300798455,0.0280369429884834,59,NA,NA
"Cell 500",3,504,505,622,623,47,71,132,NA,"Cell 500",NA,NA,30.6054000000001,7.49186290917299,23.1135370908271,0.489577846339076,24,0.0603392727936846,0.0374230211929341,0.021988325209944,-8.77726104460985,-0.00112867818217166,0.412438533581151,0.0369000128049007,0.0225113335979774,59,NA,NA
"Cell 501",3,502,503,624,625,47,71,133,NA,"Cell 501",NA,NA,57.379,32.5230951156812,24.8559048843188,0.866376370599655,24,0.0491811819040516,0.0291418897869686,0.0199903435211957,26.0424147722922,-0.00446318121979194,0.31403407029098,0.0276026338083293,0.021529599499835,59,NA,NA
"Cell 503",4,506,507,626,627,71,96,133,"Cell 501","Cell 501",47,71,80.9186000000002,39.8638043173941,41.0547956826061,0.985281611827046,25,0.0246376587433432,0.0146215998457838,0.00992041501489412,-39.2223978331616,0.000213748119423837,0.321523286129686,0.0125938719565239,0.011948142904154,83.5,59,24.5
